student_id,recommended_exercises
105060,"90,92,162,208,213,222,456,465,654,2214,2215,2306,2851,3352,3397,3643,5122,5147,5156,8155"
106290,"109,413,597,723,2212,2416,2852,3260,3294,3350,3376,3397,4193,4681,5617,6969,8269,8556,8570,8990"
93355,"100,100,121,207,208,222,1129,1979,2469,2827,2848,2859,3351,3358,4401,4657,4825,5156,7905,8366"
66133,"121,177,207,210,418,989,1981,2215,2416,3347,3375,3542,4775,4876,5156,7080,7738,8269,8556,940"
107529,"98,208,210,465,687,854,983,2169,2295,2469,2663,3352,3396,3641,4244,4653,4693,4835,5155,8581"
69039,"98,172,235,282,431,476,569,983,1979,2200,2404,3272,3355,3599,4491,4693,4876,5153,8122,3645"
68149,"121,189,221,426,1127,2047,2169,2401,2682,2888,3358,4193,4244,4780,4884,5157,6225,6296,7373,7899"
111662,"90,102,143,177,417,654,687,854,2662,3350,3395,3540,3543,4401,4692,5145,5154,5860,7077,2357"
44869,"97,100,178,213,219,222,246,683,1125,2167,2295,2677,2680,3347,3421,3820,4653,4657,4945,6990"
107559,"121,161,178,223,433,468,1980,2203,2283,2856,3477,3598,3645,3647,4673,4778,4822,5161,7070,8571"
116696,"97,97,97,98,102,105,177,218,456,705,2662,2681,2851,3362,3483,3484,3642,4038,4472,5218"
93468,"177,208,217,316,371,472,1979,2192,2270,3362,3376,3395,3643,4467,4653,4843,5618,7787,8162,8980"
99009,"90,98,168,220,416,514,941,2156,2166,2357,2856,3351,3540,3599,4233,5118,5148,5616,6989,7755"
61223,"90,92,97,213,412,700,939,1130,1979,2046,2213,2661,3252,3362,3483,4578,4843,5154,5216,8556"
57784,"91,91,91,91,91,91,91,91,97,218,413,433,459,3373,3643,4780,5155,6315,7078,6316"
68461,"90,97,161,169,192,246,427,491,569,2167,2645,3355,3486,3542,3693,4234,4244,5141,5616,7106"
75806,"178,207,221,282,2851,2852,2888,3355,3437,3642,4863,5150,5216,7070,7098,7986,8570,8589,8589,3641"
76545,"91,104,108,267,368,454,578,1980,2203,2276,2682,3293,3303,3355,3487,5119,6316,7075,8990,8990"
105167,"100,166,223,282,442,705,936,1131,2207,2218,2401,2404,2679,3351,4603,4702,5153,6989,7098,7335"
27127,"99,101,160,412,509,939,1127,2214,2294,2662,3293,3355,3481,3540,3895,4653,5130,5162,5859,7986"
106405,"91,106,121,207,211,302,1131,1981,2678,3272,3273,3373,3429,3543,3598,3641,4600,4693,6990,7077"
93649,"90,101,169,209,210,213,222,420,569,2166,2851,3252,3294,3393,3437,3540,3958,4881,6969,382"
107407,"90,219,459,940,1132,1980,2046,2271,2294,2761,3353,3357,3540,3598,4467,4863,5459,8569,8958,246"
53304,"98,218,433,518,723,1981,2270,2402,2678,2761,3302,3371,3423,3599,4038,4491,4832,4876,5652,8589"
62540,"92,103,107,177,210,212,684,2140,2193,2214,2295,2848,3642,3945,4401,4766,4827,4883,5147,5162"
65776,"90,143,302,426,723,1981,2166,2648,3353,3372,3540,3541,4825,5143,5488,6642,7789,8958,2169,879"
107602,"98,324,417,476,683,697,1129,2172,2201,2661,2826,2888,3350,3352,3437,3647,4657,4863,5143,6371"
50532,"90,102,192,210,212,220,420,2191,2283,2663,2852,3358,3373,3482,3484,3540,3599,4835,5122,2169"
55788,"92,105,169,207,463,471,1979,1981,2207,2283,2661,3293,3374,4015,4860,4884,5488,6316,7986,8958"
43033,"98,143,166,177,208,222,230,233,324,454,464,2156,2207,3350,3648,4833,4874,5155,5616,6989"
40309,"90,109,169,217,433,442,491,2681,2683,2704,3374,3393,3693,4233,4702,4827,4863,6642,3396,5157"
67361,"90,90,98,105,108,109,687,942,1126,1128,2270,2492,3273,3293,3372,3648,5149,5150,6969,2681"
93430,"90,90,90,92,104,168,218,282,445,1131,2165,2201,2308,2661,3397,4233,4467,939,261,5217"
106964,"90,97,161,162,219,382,1981,2045,2166,2213,2359,2423,2645,2827,3356,3373,3394,3702,7066,3355"
42509,"109,143,230,267,418,449,2047,2270,2677,2680,3273,3347,3598,4024,4244,4653,4692,4832,5141,5159"
62509,"92,98,100,231,246,470,1126,1980,2212,3294,3372,3402,3542,3945,4244,4489,4835,5118,5160,5162"
105160,"100,161,221,232,722,941,1981,2166,2349,2849,3357,3374,3423,3482,3542,5154,5217,5488,6990,8269"
54718,"143,192,223,282,324,700,941,983,1130,2848,2856,3374,3393,3542,4876,5161,5617,6969,7079,8980"
71983,"90,208,282,323,806,2283,2304,2306,2682,3260,3293,3303,3486,4038,4775,4827,4833,4881,5859,8155"
76448,"91,97,106,168,246,284,427,476,989,2269,2404,2679,3353,3362,4086,4860,5122,5162,7081,8588"
105064,"98,166,189,282,432,463,705,854,1133,2677,2683,3352,3436,3600,3644,4492,4778,5161,8556,8566"
40407,"90,92,101,143,209,223,324,417,462,723,2046,2492,2704,3260,3702,4236,4657,4860,5122,2677"
