student_id,recommended_exercises
57295,"98,160,168,178,518,1980,2166,2682,3241,3293,3301,3374,3413,3437,4693,5153,5218,6295,7755,8990"
105178,"91,98,103,169,222,232,687,2166,2207,2349,2492,3260,3356,3541,4302,4489,5151,7066,8399,8570"
65798,"90,99,103,160,232,426,805,2045,2214,3294,3347,3819,3958,4780,4835,5149,5859,6989,8122,4693"
57303,"98,109,210,389,442,1125,1130,2209,2212,2677,3273,3436,3820,4038,4673,5147,5153,5156,8958,8990"
64419,"107,121,207,382,446,597,2165,2209,2423,3374,3486,4086,4657,4681,5119,5121,5148,5156,8568,4038"
111636,"97,105,143,160,176,208,687,1130,1131,2212,2859,3374,3394,4233,4578,5138,5141,5156,5488,3599"
55693,"90,90,101,109,230,233,362,412,431,462,2166,2849,3371,3483,3600,4038,4686,5120,5150,282"
116781,"100,172,223,454,1125,1980,2165,2203,3358,3402,3540,3648,4233,4843,4876,5148,6295,6989,7755,7786"
116804,"162,190,217,423,442,472,854,2156,2423,2859,3351,3413,3645,4692,4843,5130,5153,5458,7064,7082"
40751,"91,92,102,107,416,514,2359,2683,3287,3372,3436,3483,3958,4825,4860,5142,5217,6317,7899,8122"
105611,"178,234,418,468,2169,2200,2212,3258,3353,3372,3375,3436,4015,4669,4766,4835,4870,4884,5145,7077"
116947,"101,102,121,210,213,316,386,468,1132,2166,2169,3371,4472,4766,4884,5142,5154,7903,8398,722"
54745,"162,217,389,446,463,784,2295,2304,2680,2704,2859,3397,3598,4302,4669,4843,5143,5154,5859,8162"
68482,"91,97,102,189,233,267,324,420,518,1125,1980,2349,2662,2682,3353,3372,3600,4024,5122,6296"
106687,"91,99,105,160,207,232,233,426,518,784,2191,2200,2677,2761,3598,3643,4702,5148,6989,8122"
40423,"143,207,220,233,420,459,2153,2212,2276,2663,3374,3482,3599,4653,4843,5160,6294,6371,7098,7899"
105967,"90,91,166,172,449,705,2046,2172,2200,2826,3362,3374,3482,3599,4491,4881,5121,5458,7373,8399"
106806,"90,92,107,108,219,361,465,654,854,942,2046,2206,2357,2416,2679,2683,3421,5119,5159,7079"
69346,"92,108,212,323,417,705,939,2206,2416,2683,3241,3539,3643,3945,4479,4766,5122,5154,7075,8589"
93142,"98,209,413,423,446,465,2167,2203,2308,2827,3241,3402,3483,4835,5145,5459,6295,7077,7315,8162"
107496,"143,162,234,426,722,2167,2193,2349,2661,2677,3374,3482,3541,4193,4657,4843,4883,5153,7064,5118"
54731,"90,97,105,172,223,383,806,983,2213,2308,3371,3895,4235,4472,4835,5117,5155,5459,8694,8694"
57505,"90,91,102,190,232,416,1125,1128,1133,2166,2192,2295,2428,2678,2826,3373,3541,4843,4881,233"
106710,"100,143,160,417,456,854,2140,2294,2357,2399,2682,3397,3436,4038,6989,7899,8589,8982,232,6642"
105060,"90,101,102,232,700,2165,2294,2306,3252,3352,3356,3374,3397,3542,3643,5148,5156,5488,7905,8589"
106290,"99,143,217,221,223,941,2404,2417,2677,2826,3303,3373,3375,3543,4693,4780,6855,8122,8556,8570"
93355,"168,210,261,316,491,684,936,989,1129,2826,3374,3598,4193,4778,5148,5149,5217,6888,8135,8558"
66133,"98,143,177,210,218,316,806,940,2215,2677,2679,3302,3355,3437,3540,3644,5157,7075,4845,8568"
107529,"98,190,222,231,232,416,468,989,2295,2661,3356,3395,3484,4472,4601,4693,4785,5154,7066,8580"
69039,"160,169,207,246,444,462,700,1127,3260,3293,3358,4472,4693,4827,4881,5117,7080,7082,8990,8990"
68149,"121,207,371,459,509,940,1130,2169,2212,2423,2682,3293,3372,3481,3598,4302,4780,4945,5859,7315"
111662,"90,143,177,211,234,854,1979,2212,2423,2645,2859,3436,3819,4086,4780,4843,5153,5154,7080,8566"
44869,"97,177,222,246,440,446,683,989,2170,3273,3350,3375,3429,3484,3541,4833,5151,5155,6225,8557"
107559,"121,221,234,316,463,936,1980,2401,2677,3272,3372,3396,3436,4024,4824,5145,5917,7098,8156,8571"
116696,"97,105,219,235,368,491,2156,2167,2207,3272,3351,3394,3642,4833,4835,5153,5160,5218,7106,8557"
93468,"143,161,324,433,464,722,940,1127,2156,2859,3358,3421,3643,4653,5130,5155,5459,5618,6642,7074"
99009,"90,143,246,302,417,456,1981,2047,2209,2428,2761,2849,2851,3293,3303,3945,4234,4825,4827,5162"
61223,"90,190,220,412,687,1126,1979,2213,2678,3294,3486,3641,4038,4233,4884,5122,6294,6989,8556,8576"
57784,"108,456,2270,2663,3353,3376,3394,3484,3643,4492,4578,4692,4702,5156,7076,7078,7335,8569,8587,8958"
68461,"90,101,161,178,475,687,806,2213,2214,2679,2704,3355,3376,3599,4236,4945,5147,6371,7106,3394"
75806,"98,98,161,207,454,491,2140,2269,2680,2848,2856,3258,3287,3303,3482,3647,4491,5138,3402,2270"
76545,"91,99,101,107,218,723,989,2221,2276,2401,2417,3397,3487,4692,4827,5145,5917,6990,8589,2415"
105167,"101,172,223,362,382,705,942,1131,2169,2357,2679,3351,3353,3355,3402,3647,4234,5138,7066,8579"
27127,"99,102,143,316,654,705,1980,2213,2404,2851,3273,3355,3371,3481,3599,3693,4401,5147,5859,8156"
106405,"91,92,324,362,423,456,942,2045,2359,2827,3350,3355,3373,3429,3541,4600,4653,6371,8575,8958"
93649,"90,169,213,221,382,420,444,942,2166,2283,3241,3371,3540,3645,4024,4479,4825,5138,5917,7986"
107407,"90,90,99,217,233,412,1133,1980,2166,2275,2852,3355,3362,3599,3819,3895,4827,5157,7790,7986"
53304,"178,221,518,687,1132,2679,2761,2826,3374,3483,4680,4874,4884,5652,7074,7903,8557,8572,8575,8958"
62540,"92,99,102,210,459,465,1129,2153,2207,2848,3241,3273,3541,3895,4233,4491,4825,4945,5153,6990"
65776,"101,169,209,282,446,700,936,1133,2648,2888,3273,3402,3541,4015,4825,5119,5143,5216,7899,3819"
107602,"98,220,230,440,569,697,2191,2214,2306,2428,3272,3376,3482,3542,3645,3820,4673,4863,5142,8155"
50532,"90,92,102,166,208,235,464,936,1131,2191,2283,2661,2852,3273,3421,3540,3599,3958,4479,4945"
55788,"92,101,230,687,2045,2193,2209,2357,2677,2678,3429,3598,4086,4780,4827,5117,5159,5488,8571,8990"
43033,"98,143,383,445,462,2169,2218,2661,2852,3287,3352,3362,3541,3819,3945,4244,4600,5157,7986,177"
40309,"92,97,106,107,210,323,427,472,722,2209,2683,3260,3373,3395,3429,4193,5130,5160,6296,7074"
67361,"98,169,213,217,462,491,569,654,1131,2192,2213,2679,3272,3273,3347,3483,4596,5488,7738,8399"
93430,"90,91,107,217,235,362,433,462,805,940,2153,2704,3272,3293,3643,4086,4673,4832,4881,2679"
106964,"90,92,97,162,176,213,509,784,2214,2423,2645,2888,3350,3429,3542,3543,3702,4467,4860,233"
42509,"143,220,221,232,284,449,705,2294,2492,3477,4024,4653,4778,4835,5147,5159,6642,7075,8399,8958"
62509,"90,92,98,107,211,231,386,2140,2167,2212,2401,2677,3351,3371,3647,3693,4823,4827,6296,7755"
105160,"100,143,166,231,427,475,1126,1981,2156,2203,2399,3273,3372,3397,3598,4603,4778,8571,8958,8567"
54718,"143,177,189,210,412,427,476,684,2221,2293,3241,3393,3540,4881,5122,5157,6969,7076,3481,4766"
71983,"90,90,109,219,222,284,427,940,2165,2678,2856,3294,3362,3413,3486,4693,4778,4881,5459,5616"
76448,"91,101,105,106,190,267,389,475,936,2645,3353,3356,3393,4086,4702,4785,4863,5122,5150,5155"
105064,"90,99,166,220,432,463,879,1129,2191,2308,2662,3356,3484,3542,3702,4401,5860,6225,7315,7755"
40407,"90,101,104,176,217,219,442,449,2045,2201,2270,2404,3273,3642,3645,3702,4024,4234,5145,6315"
