student_id,recommended_exercises
29161,"91,105,413,440,1979,2172,2469,3260,3395,3421,3423,3482,4492,4832,4858,5138,5150,6371,8982,8990"
54729,"100,382,470,654,983,2308,2678,3258,3355,3394,3540,4860,4870,7070,8269,8399,8982,8982,8982,207"
33734,"92,121,190,211,231,267,1125,1133,2203,2304,2827,3372,3598,4778,5141,5156,6294,6317,6969,7106"
81929,"161,162,234,2200,2704,3273,3302,3484,4601,4766,4824,4860,5145,5216,8162,8399,8573,8587,2492,4467"
52775,"90,97,103,161,210,211,213,431,687,1980,2662,2682,3347,3373,3402,4086,4578,4827,5119,6225"
106680,"161,162,172,382,426,442,784,1129,1979,2215,2678,3241,3353,3484,3598,4193,4472,4780,4883,8399"
68118,"97,166,178,413,442,518,1131,2167,2191,2677,2840,3483,4086,4686,4833,4884,7080,8398,8569,8589"
91686,"161,169,217,261,463,939,1132,2167,2469,3303,3351,3362,3895,4653,4693,4945,5122,8557,8581,7329"
105039,"143,169,178,207,217,386,700,723,939,2192,2680,3294,3423,3598,3945,3958,4600,5117,5142,5616"
57295,"98,160,208,209,233,284,433,723,1131,2680,3301,3394,3402,3482,3644,4236,5148,5151,6225,8589"
105178,"91,98,143,212,219,282,416,805,989,2212,2283,2295,2680,3302,3375,4038,4491,5616,8570,8579"
65798,"90,99,102,219,427,462,805,2214,2678,3293,3352,3483,3599,3819,4233,4824,4945,5145,5859,418"
57303,"91,98,104,189,217,235,389,468,806,2200,2388,3260,3436,3599,4491,4673,4835,6295,7075,7078"
64419,"107,108,207,362,463,471,683,2200,2215,2404,3258,3352,3372,3481,3820,4596,4843,4870,4883,7315"
111636,"92,99,106,109,169,235,316,323,687,1129,2170,2859,3293,3487,3540,4233,4234,4467,4881,5149"
55693,"90,91,169,176,213,220,382,462,509,684,2156,2214,2859,3362,3371,3895,4775,4778,5156,6225"
116781,"100,162,217,233,427,806,936,2167,2169,3273,3402,3483,3641,4824,5119,5157,6855,7075,7738,8366"
116804,"160,162,190,427,468,514,1131,1981,2200,2704,3358,3402,3482,4657,4870,5150,5157,5917,7080,7789"
40751,"97,102,107,143,212,217,412,2166,2680,3287,3642,3958,4492,5149,5161,7065,7077,7903,8589,106"
105611,"178,234,464,475,941,2201,2212,2677,2827,3272,3436,3481,3642,3945,4015,4236,5119,5153,7079,7082"
116947,"91,101,105,121,389,468,700,1126,2212,2402,2404,3294,3644,4472,4835,5120,6371,7335,7373,8568"
54745,"143,162,207,302,416,476,2203,2489,2663,2859,3352,3355,3600,3958,4669,4822,4823,4874,5143,2214"
68482,"91,172,178,212,230,231,936,2681,3293,3393,3482,3483,3539,3600,4024,4669,5122,5141,5616,6295"
106687,"91,108,177,212,213,219,687,705,2269,2681,2704,2848,3260,3484,3487,3643,4681,5119,5162,5218"
40423,"121,166,412,2215,2417,2851,3273,3352,3540,3642,4015,4401,4766,5218,5616,6296,7082,7986,8581,8990"
105967,"90,102,172,218,2156,2192,2388,2404,2826,3293,3358,3644,3645,3819,4235,4491,5118,5155,6990,7078"
106806,"103,108,162,210,514,654,2046,2416,2423,2428,2679,3350,3375,3483,4601,4780,4827,6315,8155,8589"
69346,"90,91,162,213,230,316,684,941,2192,2212,2848,3371,3483,3642,4401,4825,5122,7074,7790,2399"
93142,"98,121,208,416,440,805,1133,1979,2167,3258,3376,3402,3484,3539,3820,4858,7077,8562,8588,6315"
107496,"100,143,231,442,936,1981,2170,2308,2851,3260,3396,3484,4193,4467,4835,5145,5161,5217,6315,8568"
54731,"91,104,178,219,362,472,514,941,1131,2200,2662,2681,3374,3645,4472,4692,5122,6990,8587,208"
57505,"90,99,107,209,232,683,687,784,2166,2214,2399,2677,3396,4193,4881,5149,5652,6296,8156,8572"
106710,"100,217,231,234,316,456,936,2140,2212,2416,3301,3482,3644,4193,4302,4870,5147,5148,6642,7899"
105060,"91,92,230,700,2209,2213,2308,3252,3371,3413,3643,3647,4472,4823,4876,5156,5618,7247,8155,8559"
106290,"92,172,282,456,475,705,2046,2209,2212,2856,3351,3355,3376,3539,3600,4472,5616,7081,7082,8990"
93355,"168,210,220,316,940,2859,3293,3372,3437,3600,4234,4401,4657,4835,5118,5219,6990,7079,7098,8982"
66133,"169,190,223,1980,2167,2169,2401,2662,2680,3303,3484,3487,3539,4835,5148,7080,7082,8574,8990,8990"
107529,"98,172,178,456,1979,2207,2209,2469,2661,3352,3643,4673,4693,4835,5154,5155,5459,8581,8980,218"
69039,"98,160,209,219,233,302,687,1980,2294,3301,3355,3371,3374,3481,3599,3647,4780,4870,5160,5217"
68149,"121,172,217,221,449,723,2215,2359,3358,3402,3482,3598,3820,4681,4780,4945,7899,8155,8574,8990"
111662,"90,97,108,192,261,940,1132,2192,2417,2827,3371,3436,3539,3647,4467,4692,5156,6317,8980,936"
44869,"97,106,218,418,940,1128,2193,2214,2677,2856,3303,3356,3486,4015,4833,5151,5216,6990,7081,8398"
107559,"121,161,178,302,418,509,722,983,3294,3357,3645,4024,4775,4823,4874,5118,5618,7066,7738,420"
116696,"100,104,220,267,413,442,465,1979,2209,2214,2662,2679,3362,3376,3484,3600,4479,4780,4945,5138"
93468,"143,246,261,316,449,722,1130,1979,2207,2678,3353,3376,3437,3484,4302,4823,6294,7079,8574,5616"
99009,"90,143,172,192,220,233,456,940,1979,2172,2209,2349,2678,3272,3273,4193,4234,4653,5160,7790"
61223,"90,109,178,324,569,1126,2212,2859,3258,3371,3393,3486,4600,4825,4863,6294,8990,8990,941,3357"
57784,"91,92,209,212,218,371,427,476,936,2271,2704,3353,3373,3599,3958,4766,4870,7077,7335,470"
68461,"97,107,169,212,431,459,569,1129,1132,2207,2304,3273,3373,3542,4086,4234,4235,4835,5130,5143"
75806,"98,98,98,98,208,230,302,418,683,684,989,1979,2200,2271,2293,2489,2492,4692,4825,2404"
76545,"102,230,432,470,2269,2308,2677,3258,3395,3477,3487,4785,4881,5155,5159,5860,7064,7899,8575,475"
105167,"100,166,172,235,413,684,2169,2207,2209,2404,2417,2469,2677,3351,3958,4472,4702,6371,7905,8958"
27127,"99,102,217,316,423,683,2165,2283,2293,2306,2681,3287,3355,3421,3642,4086,4822,5118,5147,7899"
106405,"91,97,103,121,211,416,456,983,2294,2663,3272,3293,3347,3373,3895,5161,5860,5917,6295,7074"
93649,"90,108,178,209,223,231,382,687,2283,3252,3294,3540,3641,3644,3958,4479,4693,4870,5917,8589"
107407,"90,99,103,302,440,459,989,1980,2046,2270,2294,3293,3350,3374,4467,4578,4780,5157,7079,8589"
53304,"98,162,166,218,222,2169,2213,2275,2417,2704,3421,3482,4823,4874,5122,5142,5652,7078,8557,8572"
62540,"99,102,209,222,282,459,1129,2153,2165,2215,3272,3429,3599,3945,4234,4491,5159,5488,5617,8399"
65776,"90,90,102,212,232,261,383,440,654,1131,2167,2209,2661,2678,3423,3598,4876,5148,5218,6316"
107602,"98,100,221,431,518,2191,2192,2201,2416,3273,3375,3647,4244,4479,4596,4657,5458,7078,1131,459"
50532,"91,213,323,472,784,1133,2169,3293,3373,3482,3542,4024,4492,4702,4780,4835,5154,7106,8156,8581"
55788,"92,101,103,232,282,597,2153,2209,2661,3260,3293,3357,3372,3693,4874,4945,5130,5142,5162,2859"
43033,"98,143,217,222,267,416,2140,2201,2294,2661,2662,3273,3362,3395,3539,3819,4489,4775,5153,7789"
40309,"92,106,169,192,267,420,446,514,942,2683,3353,3482,3702,4193,4489,4657,4702,7070,7082,7335"
67361,"106,230,700,2213,2681,3357,3393,4600,4835,5618,5860,6295,6969,7335,7905,8570,8576,8694,8694,8694"
93430,"90,92,105,218,261,386,462,1980,2156,2294,2704,3273,3372,3397,3540,4780,5145,5153,5459,7079"
106964,"90,107,162,316,705,723,1980,2046,2167,2212,2270,2827,2849,3301,3641,4600,5153,7065,3820,8398"
42509,"109,143,208,218,261,418,514,939,2172,2401,2645,3362,3376,3397,3598,4702,4835,5154,5618,221"
62509,"90,92,98,107,169,207,231,445,470,705,1130,2200,2209,2677,2678,3394,3542,4876,5147,233"
105160,"100,143,217,219,362,578,2156,2215,2308,2349,2663,3353,3371,4479,4603,6315,6642,7789,8398,8990"
54718,"143,169,222,261,324,684,941,2294,2848,3258,3352,3374,3393,3542,3600,4692,4876,5120,5617,7077"
71983,"90,102,103,106,108,121,223,723,806,2165,2306,3294,3413,3422,3423,3487,3641,4827,5154,6317"
76448,"91,97,102,162,209,316,476,2206,2293,2404,2849,3356,3402,3820,4578,4785,5122,5143,5150,8398"
105064,"90,178,220,246,942,2170,2662,2683,2704,3293,3294,3301,3482,3600,4596,4653,4702,8572,416,2848"
40407,"90,101,104,189,231,233,433,684,941,2048,2401,2859,3539,4234,4236,4681,4835,5149,7899,8122"
