student_id,recommended_exercises
52775,"90,97,161,231,233,418,578,723,2140,2215,2415,2761,3294,3355,4086,4693,4863,5159,6294,6888"
106680,"166,221,416,654,942,2170,2192,2218,2295,2840,3241,3350,3413,3482,3483,4015,4603,5162,7076,8566"
68118,"97,107,143,172,177,282,420,432,444,1125,2218,2677,3373,3482,4086,4492,4833,4883,5860,3541"
91686,"169,192,217,221,261,472,597,1130,2212,2469,2683,2852,3351,3396,3437,3648,4302,4945,5149,4780"
105039,"143,208,223,302,416,805,1130,2209,2662,2682,3272,3413,3539,3641,4833,5917,6315,6317,7106,6990"
57295,"98,160,209,223,267,463,491,722,1131,2169,2677,3352,3648,4479,4825,5147,5157,8571,442,6989"
105178,"91,107,143,169,442,940,2169,2212,2357,2417,2681,3260,3302,3600,3693,4038,4302,4467,4600,4832"
65798,"90,97,101,213,222,418,456,942,2045,2214,3260,3272,3647,4235,4824,5118,5120,6642,7753,8571"
57303,"91,98,104,109,514,806,1132,2209,2492,3353,3375,3436,3542,4835,5122,6990,7074,8990,8587,4876"
64419,"107,218,471,518,597,2166,2170,2404,2859,3483,3600,4234,4657,4673,5118,5151,5155,7315,8579,4876"
111636,"92,143,232,246,282,416,476,687,805,1133,2212,2423,2661,3260,3539,4492,5147,5150,7064,8269"
55693,"90,101,102,169,230,383,462,939,2046,2648,2678,3301,3356,4233,4778,4845,5150,6371,7335,2677"
116781,"100,162,220,417,432,433,1128,2165,2662,3402,3429,4693,4780,4822,5119,5616,6295,6990,7076,7080"
116804,"160,162,221,222,362,444,468,697,940,2662,2859,3358,3539,3643,3693,4600,4780,5142,5153,8958"
40751,"92,209,221,412,683,1127,1133,2156,2306,3302,3436,3644,4825,4884,6317,7247,7899,8562,8571,8589"
105611,"161,207,230,468,687,939,2212,2357,3350,3394,3422,3540,4038,4401,4603,4832,5217,6371,7755,7789"
116947,"91,99,121,230,282,449,1979,2169,2402,3272,3371,3477,3481,3539,4489,4492,4657,5120,5618,7753"
54745,"162,218,464,784,941,2207,2401,2415,2681,2761,2827,3350,3375,3642,4234,5141,5147,5652,7079,2212"
68482,"91,97,172,220,282,361,491,684,1131,2167,2349,3294,3600,3693,4876,5142,6295,6989,7082,7905"
106687,"91,105,107,213,323,476,705,1979,2294,2677,2682,3258,3395,3543,4234,4596,4860,5147,7373,8581"
40423,"121,207,218,389,879,2270,2662,3260,3273,3539,3895,4234,4244,4778,6294,7074,7098,7899,7986,8567"
105967,"90,100,211,213,232,509,518,2170,2349,2680,2761,3293,3644,4235,4491,4596,4870,5141,6317,7786"
106806,"90,92,98,107,161,382,465,939,942,2206,2357,2416,3358,3397,3402,3693,4491,4669,5119,5149"
69346,"92,100,108,162,431,444,454,514,684,936,2206,3397,3482,3945,4193,4863,4945,6296,6969,7074"
93142,"121,209,219,232,446,509,722,1133,2169,2417,2682,3402,3482,4766,4832,5157,5617,7335,8562,8694"
107496,"98,161,162,231,261,389,449,722,1130,2193,2661,3302,3642,4193,4657,4883,5218,6315,7075,2167"
54731,"90,161,213,233,302,417,431,433,989,2677,3293,3347,3357,3895,4775,4778,5130,7905,8572,2306"
57505,"91,92,107,176,190,222,232,697,1128,2166,2192,2295,2415,3375,4657,4673,4874,6888,7753,7787"
106710,"100,161,207,217,223,230,323,2192,2357,2404,3272,3353,3358,3397,3482,3644,5148,7076,7079,7899"
105060,"90,162,212,218,221,700,1128,1131,2215,2827,2849,3373,3598,4766,4824,4843,5156,7247,7335,8589"
106290,"92,99,106,169,371,456,476,705,983,2165,2172,2645,2856,3642,4401,4600,4883,5162,7070,190"
93355,"121,189,316,432,454,1128,2140,2167,2678,2859,3294,3487,3647,3693,5119,5141,5216,5217,7080,697"
66133,"98,143,177,210,223,412,806,2165,2469,2704,3273,3347,3358,3487,4193,4702,4775,5120,6294,8122"
107529,"100,178,231,235,456,723,1125,2169,2295,2663,3356,3647,4401,4603,5130,5149,5150,5216,7079,8023"
69039,"98,160,209,412,476,491,722,2165,2404,2415,2417,3273,3481,3487,4491,4870,4881,5121,7079,8135"
68149,"121,217,220,371,597,687,2209,2417,2662,3260,3347,3358,3600,4467,5145,5154,5216,6989,7335,8399"
111662,"90,92,97,143,218,219,361,456,518,2417,2663,3350,3436,3647,3648,4193,4491,4860,5145,5161"
44869,"97,106,168,211,218,323,471,683,879,2167,2214,2349,2357,3303,3374,3542,4702,5121,7070,8589"
107559,"121,161,221,233,412,427,446,1980,2170,2276,2677,2704,3303,3376,3645,4492,4835,5118,5652,7098"
116696,"97,100,168,218,368,426,465,805,2156,2677,3351,3484,3819,4193,4600,4833,5142,6855,7076,221"
93468,"121,161,208,433,464,983,2169,3372,3376,3397,3437,3643,4653,4785,4860,5121,5141,7080,7373,7753"
99009,"90,98,192,233,597,806,2214,2283,3252,3355,3372,3421,3543,4193,4653,5130,5150,5616,7789,7903"
61223,"90,207,211,218,230,426,722,939,2047,2283,2401,2662,3272,3437,3702,4472,4785,4822,4945,8399"
57784,"92,97,109,176,217,371,433,683,806,989,2270,3294,3394,3484,4489,4874,5153,5458,6294,476"
68461,"90,104,161,222,427,569,684,1979,2165,2209,2648,3373,3477,4038,4193,4600,5141,5142,6371,806"
75806,"98,231,2191,2357,2681,2851,3641,4825,5150,8562,3422,3287,4775,6371,684,8023,3958,3374,7903,2856"
76545,"91,99,101,108,143,221,476,879,2200,2417,2848,3303,3395,3477,3483,4680,4881,5153,6294,7790"
105167,"100,101,166,177,207,219,368,386,413,684,2167,2169,2275,2357,2417,2859,3355,3644,4702,1127"
27127,"99,102,160,234,324,1130,2192,2213,2275,2401,2851,3302,3421,3820,4603,4680,4702,5122,5616,5859"
106405,"91,143,212,705,1131,2359,3422,3542,3641,3644,4244,4945,6294,6295,7070,7082,8155,8575,578,6317"
93649,"91,100,105,106,213,218,316,426,444,1133,2283,2645,3294,3482,3644,3820,4680,4823,7335,7986"
107407,"90,108,246,459,700,989,2047,2270,2294,2761,3258,3260,3293,3482,3600,4601,4858,5119,6371,7899"
53304,"98,172,361,463,683,2192,2207,2679,3272,3302,3484,4401,4680,4823,4835,4876,5617,6855,7903,1981"
62540,"98,107,232,246,464,569,936,2153,2193,2856,3272,3293,3394,3487,3598,3819,4491,4827,7789,8567"
65776,"90,92,160,168,172,234,440,514,1128,2156,2888,3422,3423,4833,4870,5458,7106,7335,8398,2166"
107602,"221,449,697,1129,1132,3396,3599,4244,5618,5652,6371,8557,8567,8990,8162,3351,8982,446,1979,5458"
50532,"90,91,169,220,231,420,472,476,854,1131,2283,3252,3358,3483,3541,4236,4492,4680,5617,459"
55788,"101,108,213,230,261,597,2153,2201,3273,3293,3376,3540,3600,3648,4603,4827,4860,5130,8574,6642"
43033,"98,98,217,267,383,1981,2423,2489,3287,3351,3352,3362,3395,3598,4235,4467,4472,4489,4669,4825"
40309,"90,98,109,207,223,371,445,1981,2417,3350,3397,4193,4825,5118,5219,6225,7080,8155,8562,5141"
67361,"90,143,211,217,221,879,1131,2192,2213,2679,2888,3372,3374,4244,4693,5118,5151,7315,8122,8570"
93430,"90,105,208,209,362,433,2203,2308,2428,2677,3350,3395,3396,3642,3643,4832,5150,7315,8581,8958"
106964,"90,100,107,162,176,416,784,941,1129,2167,2215,2295,2423,3413,3481,3702,3895,4038,4693,4860"
42509,"143,168,212,246,705,2166,2415,2677,3355,3397,3598,4600,4681,4780,4827,4835,5145,5147,6295,8589"
62509,"98,218,246,417,2172,2213,2401,3352,4467,4600,4827,4832,4860,5162,6296,7329,7899,8982,8982,2415"
105160,"102,169,432,697,989,2203,2359,2826,2852,3350,3357,3539,4024,4467,4686,5154,5488,7066,8135,8580"
54718,"143,169,177,192,235,475,476,684,941,2848,3241,3301,3393,3477,3542,3598,5121,5130,5617,7790"
71983,"102,189,223,284,382,684,940,2399,2678,2848,3241,3413,3599,3648,3693,4038,4881,5616,8155,8568"
76448,"91,100,102,108,161,162,230,316,684,2201,2218,2294,2683,3260,3486,4673,4827,5120,5156,7066"
105064,"90,99,162,212,220,705,942,2207,2306,2404,2848,3294,3356,3542,3599,3600,3644,4669,4863,6225"
40407,"90,177,209,246,462,697,1126,1132,3373,3539,3541,4024,4472,4669,4681,4863,4883,6315,7373,8122"
