student_id,recommended_exercises
66133,"143,208,234,282,509,2165,2209,2388,2648,2679,3294,3353,3423,3599,4467,4680,4766,4835,5155,6295"
107529,"98,100,178,190,324,423,1125,1131,2207,2209,2215,2469,3258,3374,4401,4596,4693,5119,7789,8573"
69039,"98,218,426,578,983,1127,2200,3352,3376,3396,3693,4785,4884,5117,5118,5153,7074,7786,7986,654"
68149,"121,172,210,217,221,232,446,687,1979,2166,2295,2682,3356,3376,3482,4233,4244,5150,5157,7373"
111662,"102,143,208,234,465,854,1132,2402,2663,2681,3350,3393,3395,3648,4823,4860,5860,6317,7755,8980"
44869,"97,100,102,143,222,234,440,879,2170,2270,2357,2677,3273,3351,3539,4489,4843,4945,5617,8562"
107559,"121,168,223,427,722,2416,2683,3294,3372,3436,3599,4244,4824,5118,5617,7081,8156,8980,8559,5652"
116696,"97,108,210,223,368,465,509,2156,2209,2276,3273,3351,3358,3362,3413,4467,4653,5118,5459,6855"
93468,"121,232,316,371,418,569,683,2165,2294,3241,3352,3353,3372,3542,4244,4775,4860,5859,6855,8558"
99009,"90,92,105,168,218,220,412,597,2201,2357,2826,2856,3293,3543,3693,4600,4653,5860,7905,8135"
61223,"90,104,178,213,220,1132,2046,2215,2402,3252,3352,3486,3542,4038,4600,4824,5138,5216,6316,7329"
57784,"91,97,107,208,218,386,418,456,684,2704,3350,3351,3541,3643,4401,4780,4860,5156,6316,2677"
68461,"91,161,177,192,217,218,722,1130,2213,2349,2648,2679,3287,3393,4193,4825,4843,5216,5459,8398"
75806,"207,218,462,2045,3347,3642,4825,5130,5145,5150,5159,7986,8122,8557,8559,8589,8589,8589,8589,223"
76545,"101,104,143,267,462,514,569,805,2308,2401,2680,3303,3477,4843,5155,5458,7098,7373,7903,8575"
105167,"100,166,223,362,386,569,697,1980,2048,2209,2293,2417,2680,3397,3647,4489,4600,5138,7066,7335"
27127,"99,102,471,2169,2170,2275,2349,2417,2662,3273,3355,3598,3895,4467,4657,4766,5118,5120,5153,8558"
106405,"91,97,108,169,217,220,683,1127,3272,3372,3375,3413,3895,4600,4693,4823,7074,7078,7082,8958"
93649,"91,92,101,106,109,213,218,382,784,1132,2165,2851,3352,3376,3540,4822,4883,7106,7335,7986"
107407,"90,97,108,368,459,2048,2166,2191,2469,2682,3293,3350,3371,3541,4472,4858,4863,6642,7755,8558"
53304,"166,178,231,324,446,463,687,2140,2165,2270,2404,3241,3374,3598,3645,4489,5117,5122,7106,8569"
62540,"92,99,362,941,1129,2169,2270,2388,2704,3272,3273,3303,3371,4038,4827,4883,5138,5162,7789,8567"
65776,"90,101,104,160,172,936,2169,2269,2678,3351,3421,3541,4467,4884,5148,5458,7074,7078,7098,8958"
107602,"98,217,222,459,518,705,1979,2191,2399,2492,2761,2888,3598,3645,4233,4653,4669,4766,4883,5117"
50532,"90,91,98,235,383,936,2169,2645,2661,3358,3372,3395,3599,3958,4472,4824,4825,5122,5154,8581"
55788,"92,92,103,105,208,213,1128,2166,2169,2209,2221,2859,3358,3362,3600,4785,4827,5150,5154,5216"
43033,"143,217,267,316,440,805,1130,2203,2662,3260,3347,3358,4193,4234,4491,4669,4858,6642,7081,7790"
40309,"90,107,109,267,316,371,491,2207,2663,2681,3301,3373,3482,4193,4657,4827,5153,5160,8576,222"
67361,"90,98,109,143,218,246,417,468,1125,1126,2304,2679,3273,3421,3648,3819,4858,5118,5488,8558"
93430,"91,208,231,389,1980,2295,2308,3241,3258,3374,3429,3483,4235,5147,5150,5618,8990,8990,8990,4870"
106964,"90,92,100,192,233,471,854,939,941,2423,3350,3393,3477,3543,3693,4491,4653,4945,5122,5159"
42509,"103,109,233,284,361,470,475,2167,2191,2200,2492,3362,3599,3643,4653,4827,4884,6317,8573,3397"
62509,"98,107,231,459,1133,2046,2169,2209,2212,2402,3376,3437,3945,4489,4835,4945,5652,8122,8982,178"
105160,"100,100,102,143,161,209,362,2046,2200,2206,2840,3372,3375,3482,4603,4775,5155,8558,8980,3437"
54718,"143,177,210,284,442,941,2169,2304,3260,3351,3376,3647,3702,4657,4692,5120,7065,7081,7986,8568"
71983,"91,169,209,267,578,2306,2399,2417,2682,3356,3371,3423,3484,3648,4302,4669,4693,5121,5143,8575"
76448,"91,102,109,160,189,210,217,223,323,420,569,989,1980,2294,2704,3356,3362,4823,4881,7905"
105064,"98,102,166,178,210,431,879,2153,2191,2270,2308,2761,3397,3422,3644,4492,4780,5155,6225,8557"
40407,"90,90,90,90,92,97,106,107,109,209,217,440,462,1132,2201,3396,3542,5130,219,102"
