student_id,recommended_exercises
108356,"92,99,212,449,514,684,2402,3372,3402,3486,3542,3598,3702,4600,4778,4884,5160,7755,4234,5860"
105213,"91,107,177,282,684,879,2045,2221,3241,3356,3542,4193,4680,4692,5138,5652,7080,7098,7986,103"
68106,"91,99,104,107,177,462,684,705,784,854,2888,3376,3437,3487,3693,4302,4823,5141,5617,7079"
62547,"92,168,223,246,316,1980,2166,2423,2683,3293,3353,3482,3645,3819,4578,4884,5488,7755,7986,8569"
57298,"90,103,108,168,178,578,1979,2169,2492,2679,2827,3374,3599,4657,4825,5156,7078,569,3293,3541"
100610,"97,106,361,1126,2156,2416,2683,3350,3487,3958,4832,5120,5216,6855,8559,8574,8980,3260,4693,722"
29161,"90,362,440,597,2193,2269,2306,2388,2851,3396,3644,3895,4491,4601,5149,5216,6317,7064,8980,8135"
54729,"98,121,192,684,983,2215,2308,2404,3258,3272,3355,3394,3647,4038,4600,4785,4824,4860,5120,2848"
33734,"90,101,121,222,231,440,472,939,1980,2215,2856,3273,3372,3600,4780,4827,5151,6969,7074,8558"
81929,"143,162,217,234,684,2193,3258,3302,3374,3393,3397,3541,4785,4822,4825,5145,5160,6225,8398,7064"
52775,"90,121,189,231,362,509,597,2388,2682,3272,3351,3481,3599,4472,5119,5143,5153,6888,6969,7077"
106680,"161,232,416,440,465,654,1127,1131,2295,2469,2840,3241,3376,3599,4193,5652,6888,7081,8573,2165"
68118,"92,143,220,368,476,1125,1128,2170,2415,2677,2683,3371,3429,4489,4681,4780,5150,6225,6315,7903"
91686,"169,192,221,232,468,723,2172,2212,2349,3351,3487,4472,4578,5458,6296,7065,7329,8269,8366,8557"
105039,"143,209,302,426,462,989,1129,2169,2192,2206,2283,2677,2888,3376,3423,3539,3958,4702,5162,7079"
57295,"98,166,210,220,246,427,509,2165,2166,2681,3273,3375,3395,3542,3820,4601,5151,5154,6225,5155"
105178,"91,92,161,166,177,219,684,805,2212,2492,2662,2826,3272,3402,3642,4600,5458,5859,7070,6642"
65798,"99,108,160,211,418,454,805,2166,2215,3272,3293,3372,3641,4785,4835,5154,5459,7247,7753,5217"
57303,"91,108,162,209,230,368,442,697,2423,2677,3375,4038,4491,4692,4860,5147,5153,6295,7079,104"
64419,"121,230,382,471,514,983,2207,2218,2849,3272,3287,3397,3481,4086,4596,4843,5153,5459,6317,8558"
111636,"92,99,143,221,235,316,432,805,1132,2156,2423,3373,3394,4234,4863,5216,5488,7787,8398,8572"
55693,"90,101,105,209,316,462,684,939,2156,2648,3260,3351,3352,3393,3540,3647,4193,4778,5156,7335"
116781,"100,143,418,433,471,697,806,940,2200,2678,3371,3483,3599,4024,4876,5154,6855,7081,5138,7066"
116804,"190,284,442,468,569,2169,2283,3436,3482,3539,3693,4673,4870,4881,5142,5458,6316,7082,7789,6371"
40751,"91,92,101,209,284,654,1133,2218,2682,2683,3371,3413,4835,5122,6317,7077,7247,8566,8990,2856"
105611,"161,178,465,597,879,2212,2283,3355,3394,3437,3481,3599,3644,3945,4833,4884,5141,5217,6855,7079"
116947,"91,103,106,223,389,462,509,941,2192,2402,2678,3373,3539,4086,5145,5160,7753,7755,8990,5153"
54745,"143,162,166,509,697,2201,2283,2295,2349,2663,3397,3598,3644,3693,4244,4578,4843,4860,5652,8572"
68482,"92,101,230,246,282,316,687,941,2167,2192,2827,3375,3421,3540,3642,4024,4825,5145,5860,6225"
106687,"8990,8990,8990,8990,8990,8990,8990,8990,8990,8990,8990,8990,8990,8990,8990,8990,8990,8990,8990,8990"
40423,"121,220,267,420,459,705,941,2209,3371,3539,4015,4234,4874,5153,5159,6294,7074,7082,8556,8581"
105967,"90,91,92,209,218,509,940,2170,2207,2388,2404,2852,3350,3373,3482,4401,5118,5151,5155,6317"
106806,"90,103,161,209,234,597,722,939,2416,2662,2679,3350,3397,3421,3422,3482,4822,5150,5162,5618"
69346,"92,100,105,162,323,389,431,723,2681,3260,4825,4843,5143,5217,5218,7070,7081,7787,8366,8575"
93142,"98,98,98,208,220,231,446,465,940,2169,2852,3293,3355,3395,3693,4479,4653,4945,5618,3437"
107496,"98,100,316,433,440,468,569,941,1128,2170,2416,2663,2888,3374,3702,4467,4827,5119,5153,8573"
54731,"90,91,104,172,217,231,432,514,1127,1980,2662,3260,3351,3429,4600,4601,5117,5149,5162,5459"
57505,"90,176,221,232,361,389,654,687,784,2192,2201,2416,2428,3352,4881,5122,5130,5161,7247,7903"
106710,"100,160,166,217,433,491,2140,2200,2357,2388,2404,3301,3413,3543,3819,4578,4870,5148,8398,8980"
105060,"91,92,103,212,222,282,2215,2306,2848,3352,3362,4472,4832,4843,5618,6225,7247,8567,8569,8574"
106290,"106,109,217,362,454,705,2156,2304,2416,2840,3258,3351,3373,3396,4233,4681,7074,8269,8588,8990"
93355,"100,121,168,222,282,471,1129,1979,2662,2678,3260,3358,3374,4491,4835,5122,5217,5859,7077,8398"
66133,"98,121,261,383,386,468,1980,2209,2270,2404,3293,3347,3372,4479,4491,4766,5216,8589,2859,5141"
107529,"98,178,189,210,232,324,784,854,1127,1128,2212,3395,3541,3599,4479,4693,4845,4860,5150,7081"
69039,"98,169,233,431,470,578,940,2221,3260,3355,3484,3487,4785,4827,5141,6315,7065,7786,8980,210"
68149,"121,121,189,210,323,420,939,2156,2492,2888,3402,3542,3600,4193,4681,4945,5652,5917,7753,8269"
111662,"90,100,177,371,518,597,654,2214,2359,2402,2761,3645,3958,4692,5153,5161,7077,7082,8562,5157"
44869,"100,107,168,218,426,578,879,1129,2170,2193,2681,2856,3303,3374,3541,4015,4833,6225,7074,8570"
107559,"121,160,166,208,223,427,463,1980,2677,2851,2888,3482,4244,4775,4824,4843,5122,5162,6990,7066"
116696,"97,100,210,222,232,282,362,446,805,2169,2271,2827,3373,3484,4038,4467,4780,5117,7064,7098"
93468,"143,232,323,418,433,509,722,2165,2214,3352,3362,3376,3484,3542,4603,4825,5148,5150,8559,7078"
99009,"92,98,105,192,578,2048,2209,2283,2849,3260,3355,3372,3945,4489,5121,5151,5616,8398,8559,8694"
61223,"97,219,1130,2283,3362,3376,4702,4785,4824,4825,4876,5121,5157,5216,6990,7066,8558,8573,8990,2153"
57784,"91,97,161,209,230,324,470,684,2648,2677,2683,3355,3600,4489,4766,4833,4883,5150,6296,6990"
68461,"97,178,222,578,700,2192,2213,2704,3294,3355,3483,4086,4578,4945,5119,5142,5217,7753,8569,940"
75806,"98,221,302,431,475,806,2200,2270,2404,2492,2848,3258,3303,3355,3393,3647,4863,5117,5150,8366"
76545,"101,107,208,218,454,569,2165,2200,2275,2401,2848,3293,3355,3482,4884,5141,6295,7335,7903,8589"
105167,"100,172,222,235,368,569,936,939,1980,2153,2218,2404,2417,3402,3486,3945,4236,4702,5138,8576"
27127,"99,235,361,426,569,705,2156,2166,2428,2469,2859,3355,3540,3642,4193,4603,4680,4945,5118,6642"
106405,"91,97,103,121,220,465,705,1127,2045,3241,3352,3436,3644,4653,4823,5151,6317,7078,8399,4657"
93649,"90,102,108,221,440,1132,2165,2283,3252,3273,3482,3487,3540,4193,4244,4702,5138,5150,7373,8155"
107407,"90,102,177,217,942,989,2294,2662,2680,2761,3293,3351,3394,3437,3599,3895,4234,4775,4883,6642"
53304,"98,162,166,218,518,723,1130,1980,1981,2404,3355,3374,3423,3645,4491,4680,4780,4822,5652,3371"
62540,"92,99,107,109,246,362,463,569,2153,2165,2388,2856,3273,3358,3945,4491,5138,5147,7787,7986"
65776,"90,101,104,212,316,389,518,941,2045,2492,2888,3421,3484,4467,4870,4884,5216,6315,7070,7335"
107602,"166,324,389,427,446,518,697,723,1129,1979,2166,2218,2416,2681,3350,3487,4015,4780,7074,784"
50532,"90,92,166,267,440,654,2153,2212,2852,3273,3395,3483,3598,4479,4492,4653,4945,5119,5122,7080"
55788,"92,178,189,230,879,1128,2294,2359,3347,3395,3413,3429,3600,3693,4860,5616,6316,8579,8958,8990"
43033,"121,143,233,454,465,2192,2214,2415,2848,3287,3436,3598,3645,4244,4491,4832,5148,5860,6990,8572"
40309,"90,100,223,446,491,722,942,2213,2680,3294,3375,3429,4492,4827,5118,5154,7315,7899,8162,8589"
67361,"98,176,211,230,282,416,942,2166,2192,2888,3273,3353,3372,3598,4244,4600,4785,5118,6969,8398"
93430,"92,209,235,459,578,2153,2165,2203,2678,3371,3393,3645,3945,4669,4827,5122,5130,5217,7081,8579"
106964,"90,97,104,161,169,597,723,1979,2214,2827,2848,3273,3356,3374,3396,3429,3895,4601,5458,386"
42509,"103,143,168,361,427,475,936,1979,2295,2761,3375,4024,4479,4693,4863,5147,5159,6317,7079,4086"
62509,"90,98,101,168,246,302,445,1131,2203,2209,2401,2645,2856,3394,3820,4467,4600,4860,5122,5161"
105160,"100,143,169,219,235,433,940,1981,2206,2840,2852,3301,3350,3539,4015,4479,5118,5162,6315,7247"
54718,"143,177,217,223,232,386,684,983,2221,2349,3272,3374,3541,3693,4825,4876,5130,5148,5617,8980"
71983,"90,169,178,233,382,440,518,2165,2423,2888,3371,3393,3422,3820,4673,5118,5120,8556,8574,4235"
76448,"106,161,211,246,2404,2683,2761,2859,2888,3358,3393,4233,4578,4860,5143,7905,8568,8980,8980,8980"
105064,"102,162,189,218,416,432,697,1129,2207,2678,3260,3356,3436,3647,4860,4863,6225,7076,8557,8694"
40407,"91,106,177,235,417,1126,2046,2165,2492,2662,3272,3351,4193,4467,4833,4860,5119,5153,7373,8122"
