student_id,recommended_exercises
54729,"100,121,361,418,433,462,939,2140,2212,2404,2840,3272,3352,3371,3421,3539,4489,4824,6295,8567"
33734,"90,92,101,213,231,472,805,1130,1133,2191,2399,2859,3241,3273,3413,4038,4681,4835,5150,3356"
81929,"143,161,162,169,177,282,412,578,879,2200,2662,2663,3258,3371,3541,4193,4825,4858,5160,6317"
52775,"91,103,109,213,220,432,597,1980,2404,3272,3351,3358,3402,3481,3599,4086,5150,5153,6225,8573"
106680,"161,172,222,416,1125,1133,2165,2203,2469,2827,3355,3376,3413,3481,3693,4600,4883,6990,8399,2193"
68118,"90,97,104,176,190,223,420,471,940,2170,2201,2416,2677,2840,3272,3477,3819,4657,5147,6296"
91686,"161,169,217,261,324,468,723,806,1981,2678,2888,3395,3436,3641,3819,4822,4874,5217,8562,8568"
105039,"160,209,220,234,386,463,475,723,939,983,2169,2206,2294,2677,3301,3395,4600,5151,6990,7077"
57295,"98,160,168,208,267,463,518,784,2192,3301,3374,3394,3541,4669,4863,4945,5141,5216,6295,7098"
105178,"98,161,282,323,442,459,2192,2349,2489,2681,3371,3375,3693,4038,4491,4693,4874,8399,8579,8980"
65798,"97,99,108,160,211,420,2045,2645,2827,3347,3481,3647,4778,4843,5118,5616,7064,7789,8556,8558"
57303,"98,104,106,189,282,697,2165,2212,2416,2648,2679,3293,3413,3693,4669,5159,5917,6990,8990,431"
64419,"108,178,209,233,316,446,471,683,2207,2218,2401,3272,3351,3397,3543,3643,4596,4843,5162,1981"
111636,"92,99,106,221,1126,1131,1133,1981,2170,2304,2423,2859,3373,3436,3487,3647,4467,5149,5488,8990"
55693,"91,104,172,442,684,1979,2166,2214,3260,3352,3353,3540,3648,4235,4780,4843,5145,6317,8573,4775"
116781,"100,162,218,223,432,442,514,2206,2645,2661,3350,3373,3396,3402,4086,4653,4693,5216,5217,8567"
116804,"160,190,284,371,942,1979,1981,2423,2648,3374,3598,4673,4775,4843,4876,5119,6317,7070,7080,8588"
40751,"91,101,121,209,222,267,683,1132,2156,2856,3287,3302,3421,3599,3600,3945,4467,4778,4874,6225"
105611,"166,178,233,413,468,2169,2200,2661,3258,3294,3421,3484,3598,3642,4024,4693,4832,6642,7098,8570"
116947,"91,99,230,233,389,423,442,722,1126,2213,3273,3294,3303,3477,4693,5120,5143,5161,7755,8574"
54745,"143,162,210,230,446,509,941,2192,2218,2283,2308,2401,2416,2489,3350,3353,3371,3429,3542,4244"
68482,"92,99,172,208,210,231,420,684,687,1127,1128,2153,2704,3477,3641,3647,3819,4680,5145,7903"
106687,"91,99,105,476,683,1981,2308,2661,2683,3350,3352,3355,3483,4234,5149,5150,5218,6855,8156,2677"
40423,"121,166,192,222,232,246,879,2645,2851,3252,3539,3819,4653,5141,5147,5161,5218,5860,7074,8980"
105967,"90,100,102,210,218,2170,2172,2191,2294,2826,2852,3362,3541,3693,4491,4492,4881,5118,5151,7078"
106806,"92,212,220,282,449,491,722,939,942,2047,2359,3241,3353,3358,3437,3945,4657,5154,7081,8155"
69346,"90,92,100,143,212,222,284,324,683,2679,3358,3393,3482,3642,4601,5130,5147,5617,7070,7082"
93142,"121,190,230,444,684,1129,1133,2193,2399,3293,3376,3437,4479,4600,4884,5130,5617,5917,7106,8558"
107496,"98,143,166,234,444,1128,3287,3365,3642,4479,4489,4600,4822,4827,5148,5219,6315,6888,7076,8398"
54731,"90,97,104,207,210,416,433,509,2295,2304,2663,3351,3394,3397,5117,5130,5150,5162,8579,8567"
57505,"92,190,222,231,491,654,1125,1980,2404,2492,2663,3352,3393,4015,4780,5216,5618,7106,7789,8581"
106710,"100,217,323,368,449,459,1980,2167,2212,2306,2826,3396,3644,3820,4472,5147,5148,5156,6296,6989"
105060,"90,92,101,222,1131,2276,2856,3356,3375,3397,3436,3542,4472,4843,5148,5216,6294,7315,8156,8589"
106290,"92,99,172,190,230,362,470,805,2166,2212,2645,3294,3355,3373,3397,3642,4193,4884,5147,8122"
93355,"100,121,189,209,220,324,368,700,940,941,2192,3347,3352,4193,4235,4835,5119,5616,7081,5859"
66133,"121,143,172,468,722,2165,2200,2308,2404,3371,3437,3542,3599,4775,5148,5652,6855,7082,8269,8589"
107529,"172,222,223,232,233,471,509,939,1129,2270,2661,3372,3599,4467,4603,5150,5458,5459,8557,854"
69039,"98,160,172,302,413,569,1981,2165,3272,3293,3358,3482,3539,3643,4822,5153,5160,7065,8135,8588"
68149,"121,172,217,221,723,2295,2359,2682,3347,3376,3482,4038,4233,4945,5154,7315,7899,8574,8694,8990"
111662,"103,143,2293,2402,2417,2827,3598,3648,4467,4843,6294,6317,6969,7082,7335,7755,8269,8562,8980,4881"
44869,"97,100,211,323,989,1132,1133,2170,2270,2294,3260,3302,3421,3429,3482,4603,5155,6225,7081,8980"
107559,"121,161,223,316,361,1979,2200,2680,2888,3350,3482,3484,3702,4825,5122,5459,7076,7738,8558,8566"
116696,"98,100,168,223,235,282,426,442,805,2207,2276,3260,3350,3373,3397,3413,4467,5117,5160,8562"
93468,"161,418,433,491,705,1126,2214,2678,3352,3372,3483,3643,4578,4843,5130,5155,6642,7080,8574,8681"
99009,"98,105,109,168,223,412,514,942,1979,2046,2191,2207,2856,3294,3543,4193,5130,5159,7755,3362"
61223,"90,92,160,178,234,382,722,1979,2283,2859,3272,3393,3539,4600,4876,4884,5142,5157,8556,3376"
57784,"92,97,176,218,282,412,459,687,2203,2663,3272,3375,3599,3958,4492,4823,5118,5217,6316,8571"
68461,"90,97,161,192,389,416,475,491,1980,2192,2213,2648,3287,3477,3693,4193,4825,4945,5458,427"
75806,"98,161,207,230,302,362,431,509,687,723,983,1981,2200,2269,2679,3258,3358,3482,3641,4234"
76545,"91,99,103,143,213,431,462,805,2203,2680,2848,3303,4578,4823,4874,5860,6295,7081,5216,723"
105167,"101,190,207,219,222,267,654,1131,2048,2167,2295,2469,3293,3374,3429,3599,4600,7335,8399,8570"
27127,"99,102,143,654,1129,2165,2172,2269,2306,2349,2683,3241,3421,3481,3642,4603,4766,5151,5153,7315"
106405,"91,92,103,121,168,362,456,941,1131,2166,3355,3373,3487,3895,4693,5161,5616,5860,6989,8399"
93649,"1980,2192,2492,4693,5652,6969,8155,8162,8589,5148,4824,2349,4823,4825,2888,386,3371,4235,5141,5122"
107407,"90,99,102,103,282,578,723,1131,2048,2191,2469,2856,3351,3393,4193,4234,4601,5119,7986,8155"
53304,"98,162,472,683,723,1132,2213,2214,2417,2648,2678,3293,3423,3598,4086,4827,4843,7064,7786,8575"
62540,"92,102,161,190,220,362,1129,1132,2677,2826,3350,3541,3642,3958,4479,4492,4883,5458,5917,7738"
65776,"90,92,169,234,246,426,518,1132,3258,3352,3375,4686,4822,5616,5917,6855,6888,7081,7373,418"
107602,"98,177,189,323,417,449,476,1129,2191,2200,2388,2679,3352,3482,3647,4596,4657,5143,8135,8589"
50532,"90,169,2283,2661,2704,3395,3421,4038,4236,4780,4860,472,3373,8576,444,230,190,5145,940,697"
55788,"92,105,106,178,211,221,383,463,2192,2218,2849,3293,3356,3429,4596,4603,4693,4843,5117,8572"
43033,"143,177,210,233,361,445,518,1130,2193,2201,2214,3287,3362,3541,3645,4669,4832,5148,6295,7098"
40309,"92,106,192,209,219,231,382,722,2206,2679,2680,3294,3375,3540,4244,4702,4825,5118,6225,8162"
67361,"97,143,169,217,235,282,700,1126,2045,2469,2679,3273,3371,3375,3598,3648,4492,4681,4785,5149"
93430,"91,92,169,323,362,446,475,722,940,2294,2661,3371,3397,3422,3895,4827,4843,5118,5147,8122"
106964,"97,99,192,597,941,2165,2423,2761,2827,3301,3540,3693,4479,4600,4693,5153,5617,6990,7066,7753"
42509,"109,168,213,220,261,418,518,989,2166,2270,2304,3355,3487,3645,4657,5141,5618,8122,8162,3347"
62509,"90,107,230,246,432,569,1980,2200,2645,2827,3294,3351,3693,4472,4876,5218,6316,6888,7899,3598"
105160,"100,100,143,210,416,444,463,2209,2213,2648,3355,3374,3486,3539,4778,5150,5159,5162,5488,7066"
54718,"143,177,192,267,324,412,1132,2415,3293,3393,3481,3600,4657,5119,5120,5155,6969,8574,8581,2678"
71983,"90,169,218,578,2153,2167,2221,2848,3241,3294,3356,3371,3481,3641,4086,4669,5122,8587,8694,3358"
76448,"92,100,106,160,223,475,700,1981,2206,2357,2704,3303,3357,3376,3693,3945,4881,5147,5153,5154"
105064,"98,121,189,284,423,683,723,1129,2153,2192,2489,3252,3294,3352,3413,3422,3482,3541,4780,4863"
40407,"90,97,217,218,433,700,2166,2704,2856,3373,3541,4015,4024,4669,4693,4863,5458,7315,4302,91"
