student_id,recommended_exercises
68149,"121,189,220,446,879,2156,2169,2215,3252,3273,3356,3481,3542,4686,4693,4876,5652,8155,8566,4467"
111662,"90,97,219,464,597,2166,2212,2295,2399,2683,3436,3598,4086,5118,5145,5160,5162,7738,8398,8572"
44869,"100,106,176,231,323,1128,2218,2269,2349,2681,3303,3358,3421,3820,4489,4603,5154,5652,7080,8562"
107559,"121,208,223,418,427,578,2200,2276,2645,3272,3423,3644,3693,3702,4822,4824,5122,5617,6989,7079"
116696,"97,101,168,210,705,2645,2677,3260,3350,3375,3413,4086,4193,4492,4653,4858,5917,7066,2851,5130"
93468,"143,161,232,371,426,683,879,1979,2207,2678,3362,3372,3483,3643,4193,4673,4843,5148,6642,7076"
99009,"92,98,104,207,218,246,806,939,2200,2209,2492,3303,3350,3421,3598,4467,5143,5156,7755,8587"
61223,"90,109,178,1129,1979,2270,2661,2859,3258,3301,3357,3541,3693,3702,4578,4785,4843,4945,5142,5216"
57784,"91,108,176,230,246,418,420,456,464,578,683,684,3241,3351,3358,3958,4766,4860,6316,7070"
68461,"90,91,97,104,172,189,217,361,597,806,2679,3287,3372,3376,3540,4038,4467,4681,5216,5488"
75806,"166,231,418,456,491,989,2200,2283,2357,2678,3287,3357,3483,3642,4234,4863,5117,5150,7098,7315"
76545,"91,103,192,208,221,368,418,432,569,723,942,989,2165,2200,2308,3693,4401,5143,5153,5216"
105167,"166,172,386,431,442,684,879,2046,2047,2209,2359,2417,2859,3350,3374,3483,3539,4492,6296,8980"
27127,"99,160,509,2166,3241,3353,3362,3393,3540,3598,4193,4600,4601,5142,5145,5162,5652,7335,8588,3482"
106405,"97,103,169,207,211,220,472,942,2206,2359,3272,3355,3542,3641,4653,5161,6989,8559,8567,8982"
93649,"90,102,106,178,213,687,2167,2170,3641,4472,4681,4822,4825,5149,7986,8155,8567,8568,8589,3644"
107407,"90,176,219,420,936,1127,2489,2662,2856,3258,3362,3539,3600,4234,4467,4578,4858,4863,7790,8574"
53304,"98,166,221,222,687,1126,1980,2165,2167,2404,2663,2679,3294,3374,3481,3482,4822,4860,6296,7106"
62540,"92,99,207,210,212,232,465,1126,2165,2295,2859,3819,4489,4702,4843,4883,5119,6990,8569,2046"
65776,"90,192,210,282,426,446,879,1127,2170,2295,3258,3273,3352,3421,3484,3539,4825,5148,5652,7106"
107602,"166,189,210,220,221,368,476,1126,2215,2275,2306,2888,3351,3355,3539,4235,4863,5143,7080,8557"
50532,"92,172,178,231,454,654,805,2206,2213,3353,3373,3395,3483,4479,4489,4600,4702,5119,8398,8575"
55788,"92,105,178,219,223,471,597,2166,2209,2293,3241,3347,3356,3413,3600,4015,4827,5149,5216,6888"
43033,"121,166,222,267,805,939,2827,3301,3481,3542,4235,4479,4601,4669,4835,5153,7075,7080,8694,8694"
40309,"90,91,100,162,192,209,222,267,446,936,1981,2207,2213,3294,4244,4489,4863,5141,5219,7082"
67361,"90,98,169,230,246,462,654,1130,1980,2048,2304,2683,3376,3421,3647,4015,5130,5141,6969,8122"
93430,"91,104,217,231,246,456,463,514,569,722,2295,2661,3396,3422,4233,4827,4870,5162,5859,7076"
106964,"90,97,162,700,1980,2048,2191,2388,2849,3353,3484,3543,3895,4491,4596,4780,4860,5458,7106,8958"
42509,"103,218,221,654,1981,2172,2191,2469,2492,3273,3373,4596,4681,4780,4876,5145,5216,5917,6295,7075"
62509,"90,98,107,207,230,433,445,470,2167,2172,2269,2678,3372,3394,3598,3945,4681,4860,5859,7787"
105160,"100,143,208,219,578,1125,2207,2349,3260,3294,3301,3539,3599,4467,4603,4775,5154,5652,6642,8398"
54718,"143,177,208,261,431,442,936,2308,2416,2859,3301,3371,3600,4673,4823,4884,5120,5162,7079,7786"
71983,"90,102,107,223,518,936,2165,2218,2295,2417,3293,3374,3599,4401,4673,5118,5153,6317,8559,8566"
76448,"97,108,143,223,231,416,417,989,2404,2645,3358,3393,3484,4578,4870,5143,5154,6316,6990,8581"
105064,"90,99,166,233,423,654,805,2167,2469,2662,2677,2681,2848,3352,3356,3397,3600,4401,4492,4863"
40407,"92,103,177,209,219,220,700,723,2048,2492,2856,3260,3396,3599,4467,4669,5122,5148,7373,5159"
